,pert_iname,pubchem_cid_list,canonical_smiles_list
9087,BRD-K66448556,['44460135'],['Fc1ccc(cc1)C(=O)OCC#CCSc1nnc(o1)-c1ccccc1Cl']
9088,BRD-K66480544,['54661013'],['OC[C@@H]1[C@H]2Cn3c(=O)cccc3[C@H]2N(Cc2ncoc2)[C@H]1C(=O)N1CCC(CC1)Cc1ccccc1']
9089,BRD-K66521855,['54649450'],['CN(C)C(=O)c1cccc(c1)-c1cccc(c1)-c1nc(cc2CN([C@@H](CCO)c12)[S@@](=O)C(C)(C)C)C(=O)N1CCN(C)CC1']
9090,BRD-K66533845,['54631562'],['CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3cccc(OC)c3)ccc2OC[C@@H](C)NC[C@@H]1C']
9091,BRD-K66536842,['44617311'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O']
9092,BRD-K66555134,['44484515'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccc(cc2)N3CCN(C)CC3)OCc4cn(CCCC1=O)nn4']
9093,BRD-K66555411,['4064091'],['Cc1ccc(cc1)-c1nn(cc1C=C1SC(=S)N(CCS(O)(=O)=O)C1=O)-c1ccccc1']
9094,BRD-K66559265,['54637760'],['CNC[C@H]1OCc2ccccc2-c3ccccc3C(=O)N(C[C@@H]1C)[C@H](C)CO']
9095,BRD-K66566233,['54646729'],['OC[C@H]1O[C@H](CC(=O)N2CCCCC2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)C5CCOCC5)cc34']
9096,BRD-K66586010,['44618790'],['COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO']
9097,BRD-K66598898,['44494563'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O']
9098,BRD-K66602457,['54661261'],['CCCN1[C@H]([C@H](CO)[C@H]2Cn3c(ccc(-c4cccc(F)c4)c3=O)[C@@H]12)C(=O)N[C@H](C)c1ccccc1']
9099,BRD-K66618978,['54646480'],['C[C@H](NC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)C4CCOCC4)cc23)[C@@H](CO)O1)c5ccccc5']
9100,BRD-K66621600,['54664790'],['OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2Cc1ccc2OCOc2c1)C#Cc1ccc(F)cc1']
9101,BRD-K66626628,['54665059'],['COc1cccc(c1)-c1ccc2N(C)[C@@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)c1ccc2OCOc2c1']
9102,BRD-K66633149,['56835217'],['C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccnc2)OCc3ccccc3-c4ccccc4C1=O']
9103,BRD-K66634822,['1167615'],['Clc1ccc(cc1)S(=O)(=O)N[C@H]1CCCC[C@@H]1N1CCOCC1']
9104,BRD-K66640841,['54638424'],['CN(C)CCCNC(=O)C[C@@H]1O[C@@H](CO)[C@@H](NC(=O)Nc2c(C)noc2C)C=C1']
9105,BRD-K66642908,['54649943'],['C\\C=C\\c1ccc(cc1)[C@H]1[C@H](CO)N([C@@H]1C#N)C(=O)CN1CCOCC1']
9106,BRD-K66643665,['44494607'],['CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO']
9107,BRD-K66646581,['54645945'],['C[C@H](NC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc23)[C@@H](CO)O1)c5ccccc5']
9108,BRD-K66658536,['60189690'],['COc1ccc2c3c([C@H](CO)N(Cc4ccccc4OC)C[C@]33CN(C)C3)n(C)c2c1']
9109,BRD-K66681850,['44486795'],['CNC[C@@H]1Oc2c(NS(=O)(=O)c3ccc(OC)cc3)cccc2C(=O)N(C[C@H]1C)[C@H](C)CO']
9110,BRD-K66686673,['46916205'],['COc1ccc(cc1Cl)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(O)=O)C#N)C(C)(C)C']
9111,BRD-K66687431,['54631351'],['CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@H](C)N(C[C@H]1C)C(=O)c1cccnc1']
9112,BRD-K66689236,['54646288'],['OC[C@H]1O[C@H](CC(=O)NC2CCCCC2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)Nc5ccccc5F)cc34']
9113,BRD-K66694259,['60189804'],['CC(=O)N1[C@H](CO)[C@@H](c2ccc(cc2)-c2ccc(cc2)C#N)C11CN(C1)C(=O)C1CC1']
9114,BRD-K66710853,['60190145'],['COc1cccc(NC(=O)N2CC3(C2)[C@H]([C@@H](CO)N3C(C)=O)c2ccccc2)c1']
9115,BRD-K66714409,['54631388'],['CCS(=O)(=O)Nc1ccc2OC[C@H](C)N(C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c1ccc2OCOc2c1']
9116,BRD-K66729212,['54650010'],['OC[C@@H]1[C@H]([C@H](C#N)N1S(=O)(=O)c1ccccc1)c1ccc(cc1)C1=CCCCC1']
9117,BRD-K66732164,['60190448'],['COc1ccc2c3c([C@H](CO)NC[C@]33CCN(Cc4ccc(Cl)cc4)CC3)n(C)c2c1']
9118,BRD-K66732564,['54654285'],['COc1ccccc1NC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)Nc4ccc5COCc5c4)CC[C@@H]3N(C)C(=O)c2c1']
9119,BRD-K66740714,['54654569'],['CN1[C@@H]2CC[C@@H](CC(=O)N3CCOCC3)O[C@H]2COc2ccc(NS(C)(=O)=O)cc2C1=O']
9120,BRD-K66750772,['54652669'],['COc1cccc(c1)C(=O)N1C[C@H]2[C@H]([C@H](CO)N2C(=O)c2ccc(F)cc2)c2ccccc12']
9121,BRD-K66755238,['54631578'],['CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3cccc(F)c3)ccc2OC[C@H](C)N(C)C[C@@H]1C']
9122,BRD-K66757073,['60190167'],['COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CN(C1)C(=O)Nc1cccc(F)c1)C(=O)NC1CCCC1']
9123,BRD-K66757832,['54646647'],['C[C@H](NC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)Cc4ccncc4)cc23)[C@@H](CO)O1)c5ccccc5']
9124,BRD-K66761585,['60191351'],['COCC(=O)N1C[C@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)C#CC1CC1']
9125,BRD-K66771647,['54637820'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45']
9126,BRD-K66775134,['54658058'],['CCNC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2Cc2ccncc2)O1']
9127,BRD-K66783461,['60190953'],['COc1ccccc1NC(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CC(C)C']
9128,BRD-K66805710,['44486405'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2)OCCCC[C@@H](C)Oc3ccc(cc3C1=O)N(C)C']
9129,BRD-K66808842,['54666439'],['OC[C@H]1[C@H]([C@H]2CN(CCCCN12)S(=O)(=O)c1ccc(F)cc1)c1ccc(cc1)-c1cncnc1']
9130,BRD-K66809950,['44504919'],['C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)OCc3cnnn3CCCC1=O']
9131,BRD-K66812281,['54615088'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C1=O']
9132,BRD-K66814954,['54650131'],['OC[C@@H]1[C@H]([C@@H](C#N)N1S(=O)(=O)c1ccc(F)cc1)c1ccccc1']
9133,BRD-K66836247,['54646069'],['OC[C@H]1O[C@@H](CC(=O)NCC(F)(F)F)C[C@H]2[C@@H]1Oc3ccc(NS(=O)(=O)c4ccccc4)cc23']
9134,BRD-K66850406,['54631852'],['CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3ccno3)ccc2OC[C@@H](C)N(C[C@H]1C)S(C)(=O)=O']
9135,BRD-K66857873,['54649532'],['CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@@H](C)[C@H](CN(C)C(=O)c3cc(ccc3OC[C@H]1O2)C#N)OC']
9136,BRD-K66860235,['54661237'],['CN1[C@@H]2Cn3c(ccc(-c4ccc(F)cc4)c3=O)[C@H]1[C@H]([C@@H]2CO)C(=O)NC1CCC1']
9137,BRD-K66866270,['44488175'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O']
9138,BRD-K66866904,['44494948'],['CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@@H](CN(C)Cc3ccncc3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1']
9139,BRD-K66877406,['54637783'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C)OCc3ccccc3-c4ccccc4C1=O']
9140,BRD-K66884694,['9266740'],['Cn1nnnc1Sc2ncnc3scc(c4ccc(Cl)cc4)c23']
9141,BRD-K66888355,['44501791'],['CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)CC3CCCCC3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1']
9142,BRD-K66898048,['54666548'],['COc1ccc(NC(=O)N2CCCCN3[C@H](CO)[C@H]([C@@H]3C2)c2ccc(cc2)-c2ccccc2F)cc1']
9143,BRD-K66902379,['2090194'],['CN(C)S(=O)(=O)c1cccc(c1)C(=O)N1CCN(CC1)c1cccc(C)c1C']
9144,BRD-K66908362,['1261290'],['Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)c5cccnc5)cc2)c1C']
9145,BRD-K66909449,['44460140'],['Oc1cc2ccccc2cc1-c1nnc(SCC#CCOC(=O)c2ccc(F)cc2)o1']
9146,BRD-K66910993,['54638897'],['C[C@@H](NC(=O)C[C@@H]1CC[C@H](NC(=O)c2cccnc2)[C@H](CO)O1)c1ccccc1']
9147,BRD-K66944475,['54631346'],['CCCC(=O)Nc1ccc2OC[C@@H](C)N(CC3CCCC3)C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC']
9148,BRD-K66947316,['60191849'],['C\\C=C\\c1ccc(cc1)[C@H]1[C@@H](CO)N(C(=O)C2CCCCC2)C11CN(C1)C(=O)NC(C)C']
9149,BRD-K66960754,['54631767'],['CCC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2OC[C@H]1C)OC']
9150,BRD-K66966735,['54613911'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Cn4cnnn4)cc3C1=O']
9151,BRD-K66975725,['54631296'],['CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3nc4ccccc4s3)cc2OC[C@@H](C)NC[C@H]1C']
9152,BRD-K67010098,['23891087'],['CN(C)CCCNC(=O)[C@H]1[C@@H](N(C(=O)c2ccccc12)c3ccc(C)cn3)c4ccc(CO)cc4']
9153,BRD-K67015214,['54652616'],['CN1[C@H](CO)[C@@H]2[C@H]1CN(C(=O)Nc1ccccc1F)c1ccccc21']
9154,BRD-K67037986,['56835396'],['C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)N[C@H](C)c2ccccc2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45']
9155,BRD-K67053230,['60185174'],['C\\C=C\\c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)C(=O)Nc1ccc2OCOc2c1']
9156,BRD-K67058688,['54657991'],['CN1CCN(CC1)C(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2Cc2cccc(F)c2)O1']
9157,BRD-K67069164,['44494521'],['CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)CCC(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1']
9158,BRD-K67074672,['60185249'],['COc1cccc(c1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)C(=O)Nc1ccccc1F']
9159,BRD-K67086788,['54661144'],['COc1cccc(c1)-c1ccc2[C@@H]3[C@H](Cn2c1=O)[C@@H](CO)[C@@H](N3C(=O)C1CC1)C(=O)N(C)C']
9160,BRD-K67087659,['60191003'],['COCC(=O)N1C[C@@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)-c1ccccc1F']
9161,BRD-K67087978,['54654208'],['COc1ccccc1CNC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C(=O)N2C)O1']
9162,BRD-K67090983,['44506705'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)C5CCCCC5)cccc4C1=O']
9163,BRD-K67094066,['54646246'],['COc1ccc(NC(=O)Nc2ccc3O[C@H]4[C@H](C[C@H](CC(=O)NCc5ccccn5)O[C@H]4CO)c3c2)cc1']
9164,BRD-K67099101,['54652493'],['CC(C)NC(=O)N1C[C@@H]2[C@@H]([C@H](CO)N2Cc2ccccn2)c2ccccc12']
9165,BRD-K67118123,['25199560'],['CCCCn1c(O)c(N=Nc2ccccc2O)c3ccccc13']
9166,BRD-K67123444,['54638023'],['C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(F)c2)OCc3ccccc3-c4ccccc4C1=O']
9167,BRD-K67155745,['44485082'],['C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc3OCCCOc23)OCc4cn(CCCC1=O)nn4']
9168,BRD-K67187917,['54631288'],['CCCNC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2OC[C@H]1C)OC']
9169,BRD-K67188562,['54651349'],['COCC(=O)N1[C@H](CO)[C@@H]([C@@H]1CNC(=O)c1ccccn1)c1ccccc1']
9170,BRD-K67190692,['54654528'],['CN1[C@H]2CC[C@@H](CC(O)=O)O[C@H]2COc2ccc(NC(=O)c3cccc(c3)C(F)(F)F)cc2C1=O']
9171,BRD-K67192456,['44504449'],['CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)C)[C@@H](C)CN([C@@H](C)CO)C(=O)Cc2c1']
9172,BRD-K67209190,['54618526'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(F)cc2)Oc3cc(ccc3S1(=O)=O)c4ccccc4C']
9173,BRD-K67215204,['60189731'],['COCC(=O)N1C[C@@]2(C1)CN([C@@H](CO)c1c2c2ccc(OC)cc2n1C)S(C)(=O)=O']
9174,BRD-K67215210,['54632053'],['CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cc(F)ccc3F)ccc2OC[C@H](C)NC[C@H]1C']
9175,BRD-K67236726,['54650011'],['OC[C@H]1[C@@H]([C@H](C#N)N1S(=O)(=O)c1ccccc1)c1ccc(cc1)C1=CCCCC1']
9176,BRD-K67236950,['54649403'],['CCNC(=O)c1cc2CN([C@@H](CCO)c2c(n1)-c1cccc(c1)-c1cccc(OC)c1)[S@@](=O)C(C)(C)C']
9177,BRD-K67242881,['54654403'],['COc1ccc(cc1)C(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)NCC4CC4)CC[C@H]3N(C)C(=O)c2c1']
9178,BRD-K67258146,['1510389'],['Cc1ccc(C)c(c1)-n1sc2cc(F)ccc2c1=O']
9179,BRD-K67258928,['44488905'],['COc1ccc(NC(=O)N(C)C[C@@H]2Oc3ccc(cc3C(=O)N(C[C@H]2C)[C@H](C)CO)N(C)C)cc1']
9180,BRD-K67260071,['54654282'],['CN1[C@H]2CC[C@@H](CC(=O)N3CCOCC3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O']
9181,BRD-K67269534,['44485769'],['CNC[C@@H]1OCc2cn(CCCC(=O)N(C[C@H]1C)[C@H](C)CO)nn2']
9182,BRD-K67271639,['44485929'],['COc1ccc(CN(C)C[C@H]2Oc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1']
9183,BRD-K67285049,['54639049'],['COc1cccc(CNC(=O)C[C@@H]2CC[C@@H](NC(C)=O)[C@H](CO)O2)c1']
9184,BRD-K67287181,['54665001'],['CN1[C@@H](CO)[C@@H]2CCN([C@@H]2c2cc(ccc12)-c1cccc(c1)C#N)S(=O)(=O)c1ccccc1C']
9185,BRD-K67301423,['60189737'],['COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1cc(F)ccc1F)C[C@]31CN(C)C1']
9186,BRD-K67306351,['24747153'],['Nc1c(C#N)c(Cc2cccc3ccccc23)nn1CCO']
9187,BRD-K67319066,['54638480'],['C[C@@H](NC(=O)C[C@H]1CC[C@H](NS(=O)(=O)c2cccc(F)c2)[C@H](CO)O1)c1ccccc1']
9188,BRD-K67321912,['54618486'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2C(=O)O)Oc3cc(ccc3S1(=O)=O)c4ccc(F)cc4']
9189,BRD-K67322403,['54631695'],['CO[C@@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@@H](C)N(C[C@H]1C)C(=O)c1cnccn1']
9190,BRD-K67328514,['54639010'],['OC[C@H]1O[C@H](CC(=O)NCC2CC2)CC[C@H]1NC(=O)C1CCC1']
9191,BRD-K67336565,['54664826'],['CN1[C@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)C#Cc1ccccc1F)C(=O)c1cnccn1']
9192,BRD-K67348888,['54646279'],['CN(C)c1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCC4CC4)O[C@@H]3CO)c2c1']
9193,BRD-K67359324,['54638740'],['OC[C@@H]1O[C@@H](CC(=O)NCc2cc(F)cc(F)c2)CC[C@@H]1NC(=O)Nc1ccc(cc1)C(F)(F)F']
9194,BRD-K67365258,['54618687'],['COc1ccccc1C#Cc2cnc3O[C@@H](CN(C)S(=O)(=O)c4cn(C)cn4)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2']
9195,BRD-K67374281,['54637859'],['C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc3ccccc3-c4ccccc4C1=O']
9196,BRD-K67392692,['54652470'],['OC[C@H]1[C@H]2[C@H](CN(C(=O)Cc3ccccc3)c3ccccc23)N1S(=O)(=O)c1ccccc1']
9197,BRD-K67399667,['54638352'],['Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO']
9198,BRD-K67402106,['54654174'],['COc1cccc(CNC(=O)C[C@@H]2CC[C@H]3[C@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1']
9199,BRD-K67414432,['44493466'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O']
9200,BRD-K67433929,['54649307'],['CO[C@@H](CN(C)Cc1cc(F)ccc1F)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(F)cc1']
9201,BRD-K67454499,['60191101'],['COCC#Cc1ccc(cc1)[C@H]1[C@H](CO)N2[C@H]1CN(CC2=O)C(=O)C1CCCCC1']
9202,BRD-K67470788,['14165'],['[O-][N+](=O)c1ccc(/C=N/NC(=O)CN2CCOCC2)o1']
9203,BRD-K67484450,['54615049'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O']
9204,BRD-K67484673,['100493'],['OC(=O)c1nn(Cc2ccc(Cl)cc2)c2ccccc12']
9205,BRD-K67485291,['60190026'],['CCCNC(=O)N1C[C@]2(CCN(CC2)S(=O)(=O)CC)c2c([nH]c3cc(OC)ccc23)[C@H]1CO']
9206,BRD-K67489890,['54660728'],['OC[C@@H]1[C@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@H]2N(CC2CC2)[C@H]1C(=O)N1CCCCC1']
9207,BRD-K67498554,['60187519'],['COCC(=O)N1C[C@@]2(C1)CN(Cc1ccc3OCOc3c1)[C@@H](CO)c1c2c2ccc(OC)cc2n1C']
9208,BRD-K67502058,['54646068'],['COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)N[C@H](C)c4ccccc4)O[C@H]3CO)c2c1']
9209,BRD-K67507121,['60190149'],['OC[C@@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)CC2CC2)N1S(=O)(=O)Cc1ccccc1']
9210,BRD-K67514995,['54649910'],['C\\C=C\\c1ccc(cc1)[C@H]1[C@@H](CO)N([C@@H]1C#N)S(=O)(=O)c1cccc(F)c1']
9211,BRD-K67518269,['54638999'],['COc1ccccc1S(=O)(=O)N[C@@H]1CC[C@H](CCn2cc(nn2)C2CCCCC2)O[C@@H]1CO']
9212,BRD-K67519589,['44483827'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@@H](C)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O']
9213,BRD-K67520049,['54664964'],['COc1ccccc1S(=O)(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N[C@@H]2CO)-c1ccc(cc1)C#N']
9214,BRD-K67526586,['60186793'],['COCC(=O)N1C[C@@]2(C1)CN(Cc1cccc(Cl)c1)[C@H](CO)c1[nH]c3cc(OC)ccc3c21']
9215,BRD-K67544217,['60184880'],['COc1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)c1ccccc1C']
9216,BRD-K67550673,['4174238'],['CCOc1ccc(cc1)c2nc(CSCC(=O)NC3CC3)c(C)o2']
9217,BRD-K67559633,['44501373'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCCC2)Oc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3CC1=O']
9218,BRD-K67575276,['54667051'],['OC[C@H]1[C@H]([C@@H]2CN(Cc3ccccn3)CCCCN12)c1ccc(cc1)-c1cccnc1']
9219,BRD-K67582595,['5311191'],['CCCN1CCc2cccc-3c2[C@@H]1Cc1ccc(O)c(O)c-31']
9220,BRD-K67583114,['54660752'],['OC[C@H]1[C@@H]2Cn3c(cccc3=O)[C@@H](N2)[C@@H]1C(=O)NCc1cc(F)cc(F)c1']
9221,BRD-K67601479,['54652659'],['Cc1cccc(c1)S(=O)(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2CC2CCOCC2)c2ccccc12']
9222,BRD-K67619794,['44241382'],['OC(c1ccc(NC(=O)c2c(F)cccc2F)cc1)(C(F)(F)F)C(F)(F)F']
9223,BRD-K67622458,['60191083'],['CC(C)NC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)C1)c1ccc(\\C=C\\c2ccccc2)cc1']
9224,BRD-K67628477,['54631333'],['CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccc(cc3)C(F)(F)F)ccc2OC[C@@H](C)NC[C@H]1C']
9225,BRD-K67641117,['54631881'],['CCCC(=O)Nc1ccc2OC[C@@H](C)N(C[C@@H](C)[C@@H](CN(C)C(=O)c2c1)OC)C(=O)c1ccccn1']
9226,BRD-K67653084,['60191248'],['CS(=O)(=O)N1C[C@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(Br)cc1']
9227,BRD-K67655178,['54657600'],['COc1ccccc1NC(=O)N1C[C@H](O)COC[C@H]2O[C@H](CC(=O)N3CCC(Cc4ccccc4)CC3)CC[C@H]12']
9228,BRD-K67660075,['54631839'],['CCCN1C[C@@H](C)[C@H](CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2OC[C@H]1C)OC']
9229,BRD-K67661368,['54638769'],['CC(C)NC(=O)NCC[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)[C@H](CO)O1']
9230,BRD-K67662618,['60191387'],['OC[C@H]1[C@@H]([C@H]2CN(CC(=O)N12)C(=O)C1CCC1)c1ccc(Br)cc1']
9231,BRD-K67663786,['54638733'],['OC[C@H]1O[C@H](CC(O)=O)C=C[C@H]1NC(=O)c1ccccc1F']
9232,BRD-K67673602,['54638877'],['OC[C@@H]1O[C@@H](CC(=O)NCC2CC2)C=C[C@@H]1NC(=O)c1ccncc1']
9233,BRD-K67678077,['49787091'],['Fc1ccc2c(c1)nc1sc(Nc3ccc4CCCc4c3)nn1c2=O']
9234,BRD-K67694126,['54638560'],['OC[C@H]1O[C@@H](CC(=O)NCc2cccc(F)c2)CC[C@@H]1NC(=O)CN1CCOCC1']
9235,BRD-K67697926,['54658043'],['Cc1ccccc1S(=O)(=O)N1C[C@@H](O)COC[C@H]2O[C@H](CC(=O)NCc3ccccc3Cl)CC[C@H]12']
9236,BRD-K67716641,['54638306'],['OC[C@@H]1O[C@@H](CCNS(=O)(=O)c2ccccc2Cl)CC[C@@H]1NC(=O)Cc1cccnc1']
9237,BRD-K67718916,['54631861'],['CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3OC)ccc2OC[C@@H](C)NC[C@H]1C']
9238,BRD-K67733157,['53382626'],['CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2OC[C@@H](C)N(CCc2ccccc2)C[C@H]1C']
9239,BRD-K67733357,['54652664'],['COc1ccc(cc1)C(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2Cc2ccc(Cl)cc2)c2ccccc12']
9240,BRD-K67737641,['60185186'],['COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CN(C1)C(=O)Nc1cccc(F)c1)C(=O)c1cccnc1']
9241,BRD-K67742177,['46905000'],['O=C(N1CCN(CC1)c1cc(nc2cc(nn12)-c1ccco1)-c1ccco1)c1ccoc1']
9242,BRD-K67763841,['54652439'],['OC[C@@H]1[C@H]2[C@H](CN(C(=O)C3CCOCC3)c3ccccc23)N1C(=O)Nc1ccccc1F']
9243,BRD-K67765874,['54646597'],['COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@H]4[C@H](C[C@@H](CC(=O)NCC5CC5)O[C@@H]4CO)c3c2']
9244,BRD-K67766243,['54637696'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45']
9245,BRD-K67769696,['54650079'],['COc1ccccc1C#Cc1ccc(cc1)[C@H]1[C@H](CO)N([C@H]1C#N)C(=O)C1CC1']
